loc,age,Income_level, car_cost,park_and_ride_cost,metro_cost,bus_cost,car_realtime,park_and_ride_realtime,metro_realtime,bus_realtime,decision
12,27,1,20.75,14,2,0,0,7.5,20,12.5,bus
12,26,3,33.25,13,0,0,0,7.5,20,12.5,car
12,52,1,21.75,12,3,0,0,7.5,12.5,12.5,bus
12,49,2,18.25,13,0,0,0,7.5,20,12.5,car
13,44,2,9,10.5,3,0,0,7.5,20,12.5,car
13,38,1,19.25,14,1,0,0,7.5,20,12.5,bus
13,56,3,25.75,11.5,0.5,0,0,7.5,20,12.5,car
13,34,2,9.5,11,2.5,0,0,7.5,12.5,12.5,park and ride
13,49,3,25.75,11.5,0.5,0,0,7.5,27.5,12.5,car
13,60,1,20.25,10.5,1.5,0,0,7.5,12.5,12.5,bus
13,48,2,20.25,10.5,2.5,0,0,7.5,20,12.5,park and ride
13,51,2,25.75,11.5,0.5,0,0,7.5,20,12.5,park and ride
13,28,2,21.75,12,3,0,0,7.5,12.5,12.5,metro
13,60,2,33.25,13,0,0,0,7.5,20,12.5,park and ride
13,51,3,20.25,10.5,2.5,0,0,7.5,20,12.5,car
13,28,2,18.25,11.5,0.5,0,0,7.5,27.5,12.5,metro
13,49,2,7.5,9,2.5,0,0,7.5,27.5,12.5,park and ride
13,58,1,25.75,11.5,0.5,0,0,7.5,27.5,12.5,bus
13,33,2,20.25,10.5,1.5,0,0,7.5,12.5,12.5,metro
13,75,2,20.25,10.5,2.5,0,0,7.5,20,12.5,park and ride
13,28,3,25.75,11.5,0.5,0,0,7.5,20,12.5,car
13,29,1,9.5,11,2.5,0,0,7.5,12.5,12.5,metro
13,29,1,25.75,11.5,0.5,0,0,7.5,20,12.5,bus
14,56,3,28.25,11,3,0,0,7.5,20,12.5,car
14,55,2,34.25,14,1,0,0,7.5,20,12.5,metro
14,32,3,25.75,11.5,0.5,0,0,7.5,27.5,12.5,car
14,60,3,19.25,9.5,1.5,0,0,7.5,20,12.5,car
14,62,2,20.25,10.5,1.5,0,0,7.5,12.5,12.5,park and ride
14,33,1,8.5,10,2.5,0,0,7.5,20,12.5,bus
14,40,1,26.75,12.5,1.5,0,0,7.5,20,12.5,metro
14,50,3,27.25,13,2,0,0,7.5,20,12.5,car
14,45,2,33.25,13,0,0,0,7.5,20,12.5,car
14,48,1,20.75,11,3,0,0,7.5,20,12.5,bus
14,30,2,33.25,13,0,0,0,7.5,20,12.5,metro
14,38,1,21.25,11.5,2.5,0,0,7.5,12.5,12.5,metro
14,68,3,27.25,13,2,0,0,7.5,20,12.5,car
14,59,3,33.25,13,0,0,0,7.5,20,12.5,car
14,62,3,20.75,11,3,0,0,7.5,20,12.5,car
14,25,2,33.25,13,0,0,0,7.5,20,12.5,park and ride
14,58,1,20.25,10.5,1.5,0,0,7.5,12.5,12.5,bus
14,36,1,7.5,9,1.5,0,0,7.5,20,12.5,metro
14,75,3,19.25,9.5,1.5,0,0,7.5,20,12.5,park and ride
14,72,3,21.75,12,3,0,0,7.5,12.5,12.5,car
14,28,2,25.75,13,0,0,0,7.5,20,12.5,metro
15,46,2,21.75,12,3,0,0,7.5,12.5,12.5,car
15,44,2,28.25,15.5,2.5,0,0,7.5,20,12.5,bus
15,62,2,25.75,16,0,1,0,15,27.5,20,park and ride
15,47,2,20.75,11,3,0,0,7.5,20,12.5,park and ride
15,63,2,25.75,13,0,0,0,7.5,20,12.5,metro
15,63,2,20.25,10.5,2.5,0,0,7.5,20,12.5,metro
15,56,1,28.25,14,3,0,0,7.5,20,12.5,bus
15,47,1,36.75,19.5,1.5,0,0,8.75,3.75,12.5,bus
15,52,2,33.25,16,0,1,0,11.25,16.25,16.25,park and ride
15,63,2,20.75,11,3,0,0,7.5,20,12.5,car
15,73,2,35.75,15.5,2.5,0,0,7.5,12.5,12.5,car
15,49,2,33.25,16,0,1,0,11.25,16.25,16.25,metro
15,62,2,22.75,13,4,0,0,7.5,12.5,12.5,park and ride
15,57,1,33.25,16,0,1,0,11.25,16.25,16.25,metro
15,34,3,20.25,10.5,1.5,0,0,7.5,12.5,12.5,car
15,59,2,20.25,10.5,2.5,0,0,7.5,20,12.5,metro
15,26,3,28.25,14,3,0,0,7.5,20,12.5,car
15,37,3,34.25,17,0,0,0,11.25,16.25,16.25,car
15,25,1,27.25,13,2,0,0,7.5,20,12.5,bus
15,33,3,31,10.75,0,2.25,0,7.5,20,12.5,car
